Insect_Order,Insect_Family,Insect_GenusNames,Insect_SpeciesNames,Author,Number_PlantGenus,Plant_GenusNames,Number_PlantSpecies,Plant_SpeciesNames,Plant Part/s ,Feeding Guild,Record_Infestation,Literature,
Coleoptera,Cerambycidae,Eoporis,Eoporis elegans,"Pascoe, 1864",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Cerambycidae,Epepeotes,Epepeotes ambigenus,"(Chevrolat, 1841)",1,Parashorea,1,Parashorea malaanonan,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Cerambycidae,Euryphagus,Euryphagus lundii,"(Fabricius, 1793)",1,Rubroshorea,1,Rubroshorea leprosula,Wood,Wood Borer,Malaysia,Ong et al. (2020),
Coleoptera,Cerambycidae,Glenea,Glenea sp.,,1,Rubroshorea,1,Rubroshorea leprosula,Wood,Wood Borer,Malaysia,Ong et al. (2020),
Coleoptera,Curculionidae,Alcidodes,Alcidodes micranthiphilus  ,"Lyal in Lyal & Curran, 2000",1,Vatica,1,Vatica micrantha,Seeds (pre-dispersal),Seed Feeder,Indonesia / Thailand / Malaysia,Lyal & Curran (2000),
Coleoptera,Curculionidae,Alcidodes,Alcidodes ramezei  ,"Lyal in Lyal & Curran, 2000",1,Dipterocarpus,1,Dipterocarpus obtusifolius,Seeds (pre-dispersal),Seed Feeder,Thailand / Laos,Lyal & Curran (2000),
Coleoptera,Curculionidae,Camptorhinus,Camptorhinus doriae,"Pascoe, 1885",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Camptorhinus,Camptorhinus tibialis,"(Sparrman, A., 1785)",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Coccotrypes,Coccotrypes graniceps,"Browne, 1970",1,Neobalanocarpus,1,Neobalanocarpus heimii,Fruits (post-dispersal),Fruit Feeder,Malaysia,Browne et al. (1961),
Coleoptera,Curculionidae,Coccotrypes,Coccotrypes myristicae,"Wood & Bright, 1992",1,Dryobalanops,1,Dryobalanops lanceolata,Fruits,Fruit Feeder,Malaysia,Nakagawa et al. (2003),
Coleoptera,Curculionidae,Colobodes,Colobodes billbergi ,"Lacord., 1865",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Coptodryas,Coptodryas confusa,"Hopkins, 1915",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Crossotarsus,Crossotarsus laratensis,"Beeson, 1937",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Crossotarsus,Crossotarsus lecontei,"Chapuis, 1865",1,Pentacme,1,Pentacme contorta,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Crossotarsus,Crossotarsus palatus,"Beeson, 1937",1,Pentacme,1,Pentacme contorta,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Curculio,Curculio sp.,,1,Rubroshorea,1,Rubroshorea parvifolia,Seeds,Seed Feeder,Malaysia,Hosaka et al. (2009),
Coleoptera,Curculionidae,Cyrtogenius,Cyrtogenius elongatus,"Wood & Bright, 1992",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Dermatoxenus,Dermatoxenus hians,"Marshall, 1932",1,Dryobalanops,1,Dryobalanops aromatica,Seeds,Seed Feeder,Malaysia?,Nakagawa et al. (2005),
Coleoptera,Curculionidae,Diapus,Diapus pendleburyi ,"Schedl, 1936",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Diapus,Diapus pussilimus,"Chapuis, 1865",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Dinoplatypus,Dinoplatypus cavus,"Bright & Skidmore, 2002",1,Parashorea,1,Parashorea malaanonan,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Dinoplatypus,Dinoplatypus cupulatus,"Bright & Skidmore, 2002",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Dryocoetiops,Dryocoetiops laevis,"Strohmeyer, 1911",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Dryocoetiops,Dryocoetiops malaccensis,"Wood & Bright, 1992",1,Dipterocarpus,1,Dipterocarpus pachyphyllus,Fruits,Fruit Feeder,Malaysia,Nakagawa et al. (2003),
Coleoptera,Curculionidae,Eccoptopterus,Eccoptopterus spinosus,"(Olivier, A.G., 1800)",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Hypocryphalus,Hypocryphalus kalambanganus ,"Schedl, 1943",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Hypocryphalus,Hypocryphalus rotundus,"Hopkins, 1915",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Hypomeces,Hypomeces squamosus,"Voss, E., 1932",1,Parashorea,1,Parashorea tomentella,Leaves,Defoliator,Malaysia,Chung et al. (2013),
Coleoptera,Curculionidae,Hypothenemus,Hypothenemus areccae ,"Wood & Bright, 1992",1,Dryobalanops,1,Dryobalanops lanceolata ,Fruits,Fruit Feeder,Malaysia,Nakagawa et al. (2003),
Coleoptera,Curculionidae,Hypothenemus,Hypothenemus dipterocarpi,"Hopkins, 1915",1,Rubroshorea,1,Rubroshorea palosapis,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Niphades,Niphades pardalodus,"Pascoe, F.P., 1871",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Ochyromera,Ochyromera sp.,,1,Dipterocarpus,1,Dipterocarpus geniculatus,Seeds,Seed Feeder,,,
Coleoptera,Curculionidae,Platypus,Platypus obliquesectus,"Schedl, 1973",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Platypus,Platypus shoreanus,"Schedl, 1972",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Platypus,Platypus spectabilis,"Schedl, 1935",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Platypus,Platypus turbatus,"Chapuis, 1865",1,Pentacme,1,Pentacme contorta,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Poecilips,Poecilips incognitus ,"Schedl, 1961",1,Dipterocarpus,1,Dipterocarpus verniciftuus ,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Poecilips,Poecilips sannio,"Schaufuss, C.F.C., 1897",1,Dipterocarpus,1,Dipterocarpus verniciftuus ,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Scolytomimus,Scolytomimus philippinensis,"Wood & Bright, 1992",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Sphaerotrypes,Sphaerotrypes palawanus,"Eggers, 1927",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Sphaerotrypes,Sphaerotrypes philippinensis,"Strohmeyer, H., 1911",1,Hopea,1,Hopea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Terminalinus,Terminalinus dipterocarpi,"Hopkins, 1915",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Terminalinus,Terminalinus macropterus ,"(Schedl, 1935)",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Trochorhopalus,Trochorhopalus sp.,,1,Dipterocarpus,1,Dipterocarpus sublamellatus ,Fruits,Fruit Feeder,Indonesia,DSP website,
Coleoptera,Curculionidae,Webbia,Webbia dipterocarpi,"Hopkins, 1915",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Xyleborinus,Xyleborinus ferrugineus ,"(Fabricius, 1801)",1,Dryobalanops,1,Dryobalanops aromatica,Fruits,Fruit Feeder,Malaysia,Nakagawa et al. (2003),
Coleoptera,Curculionidae,Xyleborinus,Xyleborinus perexiguus,"Wood & Bright, 1992",1,Hopea,1,Hopea odorata,Wood,Wood Borer,Indonesia,Haneda et al. (2020),
Coleoptera,Curculionidae,Xyleborus,Xyleborus amphicranoides,"Hagedorn, 1908",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Xyleborus,Xyleborus cognatus,"Blandford, 1896",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Xyleborus,Xyleborus obliquesectus,"Eggers, 1927",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Xyleborus,Xyleborus obtusicollis,"Schedl, 1938",1,Vatica,1,Vatica mangachapoi,Wood,Wood Borer,,,
Coleoptera,Curculionidae,Xyleborus,Xyleborus subcribrosus ,"Blandford, 1896",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Xyleborus,Xyleborus subdentatus ,"Browne, 1974",1,Dryobalanops,1,Dryobalanops lanceolata ,Fruits,Fruit Feeder,Malaysia,Nakagawa et al. (2003),
Coleoptera,Curculionidae,Xyleborus,Xyleborus sublongus,"Eggers, 1927",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Xyleborus,Xyleborus ursulus,"Eggers, 1923",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Zeugenia,Zeugenia figurata,"Pascoe, 1871",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Curculionidae,Zeugenia,Zeugenia rosacea,"Heller, 1922",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Lyctidae,Minthea,Minthea rugicollis,"(Walker, 1858)",1,Rubroshorea,1,Rubroshorea leprosula,Sapwood,Wood Borer,Malaysia,Chung (2008),
Coleoptera,Nanophyidae,Damnux,Damnux borneensis,"Lyal in Lyal & Curran, 2003",1,Dipterocarpus,1,Dipterocarpus sublamellatus,Seeds (pre-dispersal),Seed Feeder,Indonesia,Lyal & Curran (2003),
Coleoptera,Nanophyidae,Diplophyes,Diplophyes sp.,,1,Parashorea,1,Parashorea stellata,Fruits / Seeds,Fruit Feeder / Seed Feeder,Thailand,Basset et al. (2019),
Coleoptera,Nanophyidae,Manoja,Manoja sp.,,1,Rubroshorea,1,Rubroshorea macrophylla,Fruits,Fruit Feeder,Malaysia,Nakagawa et al. (2003),
Coleoptera,Nanophyidae,Nanophyes,Nanophyes sp.,,1,Rubroshorea,1,Rubroshorea macrophylla,Seeds / Fruits,Fruit Feeder / Seed Feeder,Malaysia,,
Coleoptera,Nitidulidae,Carpophiulus,Carpophilus mutilatus,"Erichson, 1843",1,Dipterocarpus,1,Dipterocarpus obtusifolius,Seeds,Seed Feeder,Thailand,DSP website,
Coleoptera,Platypodidae,Platypus,Euplatypus parallelus,"(Fabricius, 1801)",1,Hopea,1,Hopea odorata,Wood,Wood Borer,Indonesia,Haneda et al. (2020),
Coleoptera,Scarabaeidae,Anomala,Anomala pagana,"Burmeister, 1844",1,Hopea,1,Hopea odorata,Leaves,Defoliator,Indonesia,Haneda et al. (2020),
Coleoptera,Scarabaeidae,Parastasia,Parastasia canaliculata,"Westwood, 1841",1,Shorea,1,Shorea sp.,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Tenebrionidae,Promethis,Promethis sulcigera,"(Boisduval, 1835)",1,Parashorea,1,Parashorea malaanonan,Wood,Wood Borer,Philippines,Morimoto & Raros (1977),
Coleoptera,Tenebrionidae,Tribolium,Tribolium sp.,,1,Shorea,1,Shorea sp.,Fruits,Fruit Feeder,Indonesia,Kalshoven (1956),
Diptera,Stratiomyidae,Ptecticus,Ptecticus sp.,,1,Dipterocarpus,1,Dipterocarpus dyeri,Fruits,Fruit Feeder,Thailand,Basset et al. (2019),
Diptera,Tephritidae,Bactrocera,Bactrocera lateritaenia,"Drew & Hancock, 1994",1,Parashorea,1,Parashorea stellata ,Fruits,Fruit Feeder,Thailand,Basset et al. (2019),
Hemiptera,Aleyrodidae,Aleurocanthus,Aleurocanthus sp.,,1,Rubroshorea,1,Rubroshorea leprosula,Leaves,Sap Suckers,Malaysia,Ong et al. (2020),
Hemiptera,Aleyrodidae,Aleurodicus,Aleurodicus dispersus,"Russell, 1965",1,Rubroshorea,1,Rubroshorea leprosula,Leaves,Sap Suckers,Malaysia,Ong et al. (2020),
Hemiptera,Beesoniidae,Beesonia,Beesonia dipterocarpi,"Green, 1926",1,Dipterocarpus,1,Dipterocarpus tuberculatus,Branch,Gall-former,Myanmar,Green (1926),
Hemiptera,Beesoniidae,Beesonia,Beesonia shoreae,"Takagi, 1995",1,Rubroshorea,1,Rubroshorea curtisii,Twigs,Gall-former,Singapore,Takagi (1995),
Hemiptera,Beesoniidae,Danumococcus,Danumococcus parashoreae,,1,Parashorea,1,Parashorea tomentella ,Leaves,Gall-former,Malaysia,Takagi & Hodgson (2005),
Hemiptera,Beesoniidae,Gallacoccus,Gallacoccus heckrothi,"Takagi, 2001",1,Shorea,1,Shorea sp.?,,Gall-former,Malaysia,Takagi (2001),
Hemiptera,Beesoniidae,Gallacoccus,Gallacoccus longisetosus,"Takagi, 2005",1,Rubroshorea,1,Rubroshorea parvifolia,Wood/ Twigs,Gall-former,Malaysia,Takagi & Hodgson (2005),
Hemiptera,Beesoniidae,Gallacoccus,Gallacoccus spinigalla,"Takagi, 2001",1,Shorea,1,Shorea sp.?,,Gall-former,Malaysia,Takagi (2001),
Hemiptera,Cicadidae,Lawana,Lawana candida,"(Fabricius, 1798)",1,Rubroshorea,1,Rubroshorea leprosula,,Sap Suckers,Indonesia,Rahayu et al. (1998),
Hemiptera,Diaspididae,Aspidiotus,Aspidiotus destructor,"Signoret, 1869",1,Dipterocarpus,1,Dipterocarpus sp.,,Sap Suckers,"Cambodia, Thailand",Takahashi (1942),
Hemiptera,Diaspididae,Aulacaspis,Aulacaspis shoreae,Takagi 2013,1,Shorea,1,Shorea sp.,,Sap Suckers,Malaysia,Takagi (2013),
Hemiptera,Diaspididae,Aulacaspis,Aulacaspis tubercularis,"Newstead, 1906",1,Richetia,1,Richetia laxa,,Sap Suckers,Malaysia,Petrson et al. (2020),
Hemiptera,Diaspididae,Diaulacaspis,Diaulacaspis siamensis,"Takahashi, 1942",1,Dipterocarpus,1,Dipterocarpus sp.,,Sap Suckers,Thailand,Takahashi (1942),
Hemiptera,Diaspididae,Fiorinia,Fiorinia macroprocta,"Sanders, 1909",1,Dipterocarpus,1,Dipterocarpus stellatus,,Sap Suckers,Malaysia,Petrson et al. (2020),
Hemiptera,Diaspididae,Kuchingaspis,Kuchingaspis hopeae,"Takagi, 2005",1,Hopea,1,Hopea sp.,,Sap Suckers,Malaysia,Takagi (2005),
Hemiptera,Diaspididae,Rutherfordia,Rutherfordia shoreae,"Takagi, Pong & Ghee, 1989",1,Rubroshorea,1,Rubroshorea acuminata,,Gall-former,Malaysia,"Takagi, Pong & Ghee (1989)",
Hemiptera,Eriococcidae,Pedroniopsis,Pedroniopsis,,1,Rubroshorea,1,Rubroshorea leprosula,Leaves,Sap Suckers,Malaysia,Ong et al. (2020),
Hemiptera,Monophlebidae,Drosicha,Drosicha burmeisteri,"(Westwood, 1845)",1,Dipterocarpus,1,Dipterocarpus sp.,,Sap Suckers,Thailand,Takahashi (1942),
Hemiptera,Monophlebidae,Icerya,Icerya sp.,,1,Rubroshorea,1,Rubroshorea leprosula,Leaves,Sap Suckers,Malaysia,Ong et al. (2020),
Hemiptera,Pentatomidae,Mucanum,Mucanum sp.,,1,Anthoshorea,1,Anthoshorea javanica,,Sap Suckers,Indonesia,Nair (2007),
Hemiptera,Pseudococcidae,Maconellicoccus,Maconellicoccus multipori ,"(Takahashi, 1951)",1,Shorea,1,Shorea sp.,,Sap Suckers,Singapore,Williams (2005),
Hemiptera,Triozidae,Trioza,Trioza hopeae,,1,Hopea,1,Hopea odorata,Leaves,Gall-former,Vietnam,Burckhardt & Vu (2012),
Hymenoptera,Apidae,Tetragonula,Tetragonula (Tetragonilla) collina,"(Smith, 1857)",1,Shorea,1,Shorea exelliptica,Resin,Resin Feeders,Brunei,Chui et al. (2023),
Hymenoptera,Apidae,Tetragonula,Tetragonula melanocephala,"(Gribodo, 1893)",1,Shorea,1,Shorea obscura,Resin,Resin Feeders,Brunei,Chui et al. (2023),
Hymenoptera,Crabronidae,Liris,Liris sp.,,1,Dipterocarpus,1,Dipterocarpus sp.,Resin,Resin Feeders,Brunei,Chui et al. (2023),
Lepidoptera,Blastobasidae,Blastobasis,Blastobasis inana,"(Butler, 1881)",1,Rubroshorea,1,Rubroshorea acuminata,Fruits / Seeds,Fruit Feeder / Seed Feeder,Malaysia,Robinson et al. (2025),
Lepidoptera,Blastobasidae,Blastobasis,Blastobasis ochromorpha,"Meyrick, 1925",1,Dipterocarpus,1,Dipterocarpus baudii,Fruits / Seeds,Fruit Feeder / Seed Feeder,Malaysia,Robinson et al. (2025),
Lepidoptera,Blastobasidae,Blastobasis,Blastobasis spermologa,"Meyrick, 1916",1,Dipterocarpus,1,Dipterocarpus obtusifolius,Fruits / Seeds,Fruit Feeder / Seed Feeder,Thailand / Malaysia,Robinson et al. (2025),
Lepidoptera,Cosmopterigidae,Cosmopterix,Cosmopterix spp.,,1,Neobalanocarpus,1,Neobalanocarpus heimii,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Cossidae,Xyleutes,Xyleutes ceramica,"(Walker, 1865))",1,Dipterocarpus,1,Dipterocarpus tuberculatus,Stems,Wood Borer,Thailand,Robinson et al. (2025),
Lepidoptera,Crambidae,Dichocrocis ,Dichocrocis  clioalis,"Walker, 1859",1,Rubroshorea,1,Rubroshorea macrophylla,Seeds,Seed Feeder,South-East Asia,Robinson et al. (2025),
Lepidoptera,Crambidae,Eoophyla ,Eoophyla  lobophoralis,"Hampson, 1896",1,Neobalanocarpus,1,Neobalanocarpus heimii,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Crambidae,Lamprosema,Lamprosema camphorae,"Tams, 1928",1,Dryobalanops,1,Dryobalanops aromatica,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Crambidae,Pleuroptya,Pleuroptya balteata,"(Fabricius, 1798)",1,Rubroshorea,1,Rubroshorea leprosula,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Erebidae,Arctornis,Arctornis diaphana,"(Moore, 1879)",1,Rubroshorea,1,Rubroshorea platyclados,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Erebidae,Arctornis,Arctornis singaporensis,"(Strand, 1914)",1,Rubroshorea,1,Rubroshorea parvifolia,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Erebidae,Arna,Arna bipunctapex,"(Hampson, 1891)",1,Shorea,1,Shorea obtusa,Leaves,Defoliator,Thailand,Robinson et al. (2025),
Lepidoptera,Erebidae,Autoba ,Autoba abrupta,"(Walker, 1865)",1,Rubroshorea,1,Rubroshorea argentifolia,Flowers,Florivore,Malaysia,Chung et al. (2011),
Lepidoptera,Erebidae,Eublemma,Eublemma comoda,"(Walker, 1864)",1,Rubroshorea,1,Rubroshorea argentifolia,Flowers,Florivore,Malaysia,Chung et al. (2011),
Lepidoptera,Erebidae,Miltochrista,Miltochrista lutara ,"(Moore, 1859)",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Fruits,Fruit Feeder,Thailand,Basset et al. (2019),
Lepidoptera,Erebidae,Nygmia,Nygmia fumosa,"(Snellen, 1877)",1,Rubroshorea,1,Rubroshorea teysmanniana,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Erebidae,Orgyia,Orgyia osseata,"Walker, 1862",1,Rubroshorea,1,Rubroshorea parvifolia,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Erebidae,Orvasca,Orvasca bicolor,"(Heylaerts, 1892)",1,Rubroshorea,1,Rubroshorea leprosula,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Euteliidae,Anuga,Anuga constricta,"Guenée, 1852",1,Anisoptera,1,Anisoptera sp.,Leaves,Defoliator,West Malaysia,Robinson et al. (2025),
Lepidoptera,Euteliidae,Lophoptera,Lophoptera illucida,"(Walker, 1865)",1,Parashorea,1,Parashorea malaanonan,Leaves,Defoliator,Sabah,Robinson et al. (2025),
Lepidoptera,Euteliidae,Penicillaria,Penicillaria meeki,"Bethune-Baker, 1906",1,Richetia,1,Richetia xanthophylla,Flowers,Florivore,Malaysia,Chung et al. (2011),
Lepidoptera,Gelechiidae,Hypatima,Hypatima tricosma,"(Meyrick, 1933)",1,Dryobalanops,1,Dryobalanops aromatica,Leaves,Leaf Miner,Oriental,Robinson et al. (2025),
Lepidoptera,Geometridae,Anisodes,Anisodes obliviaria,"Walker, 1861",1,Shorea,1,Shorea sumatrana,Leaves,Defoliator,West Malaysia,Robinson et al. (2025),
Lepidoptera,Geometridae,Comibaena,Comibaena attenuata,"(Warren, 1896)",1,Richetia,1,Richetia xanthophylla,Flowers,Florivore,Malaysia,Chung et al. (2011),
Lepidoptera,Geometridae,Comibaena,Comibaena sp.,,1,Richetia,1,Richetia multiflora,Flowers,Florivore,Malaysia,Chung et al. (2011),
Lepidoptera,Geometridae,Cyclophora,Cyclophora subdolaria,"(Swinhoe, 1886)",1,Shorea,1,Shorea sumatrana,Flowers,Florivore,Malaysia,Robinson et al. (2025),
Lepidoptera,Geometridae,Ectropis,Ectropis dentilineata,"Moore, 1868",1,Anisoptera,1,Anisoptera sp.,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Geometridae,Hemithea,Hemithea marina,"(Butler, 1878)",1,Richetia,1,Richetia gibbosa,Flowers,Florivore,Malaysia,Chung et al. (2011),
Lepidoptera,Geometridae,Hyposidra,Hyposidra talaca,"(Walker, 1860)",1,Shorea,1,Shorea sumatrana,Flowers,Florivore,Malaysia,Robinson et al. (2025),
Lepidoptera,Geometridae,Lophophleps,Lophophleps purpurea,"Hampson, 1891",1,Rubroshorea,1,Rubroshorea macroptera,Fruits,Fruit Feeder,Malaysia,Robinson et al. (2025),
Lepidoptera,Geometridae,Pingasa,Pingasa rubicunda,"Warren, 1894",1,Rubroshorea,1,Rubroshorea acuminata,Flowers / Leaves,Florivore / Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Gracillariidae,Chrysocercops,Chrysocercops argentata,"Kumata, 1992",1,Hopea,1,Hopea nutans,Leaves,Leaf Miner,Malaysia,Kumata (1992),
Lepidoptera,Gracillariidae,Chrysocercops,Chrysocercops azmii,"Kumata, 1992",1,Richetia,1,Richetia maxima,Leaves,Leaf Miner,Malaysia,Kumata (1992),
Lepidoptera,Gracillariidae,Chrysocercops,Chrysocercops leprosulae,"Kumata, 1992",1,Rubroshorea,1,Rubroshorea leprosula,Leaves,Leaf Miner,Malaysia,Kumata (1992),
Lepidoptera,Gracillariidae,Chrysocercops,Chrysocercops melastigmata,"Kumata, 1992",1,Hopea,1,Hopea nutans,Leaves,Leaf Miner,Malaysia,Kumata (1992),
Lepidoptera,Gracillariidae,Chrysocercops,Chrysocercops neobalanocarpi,"Kumata, 1992",1,Neobalanocarpus,1,Neobalanocarpus heimii,Leaves,Leaf Miner,Malaysia,Kumata (1992),
Lepidoptera,Gracillariidae,Chrysocercops,Chrysocercops pectinata,"Kumata, 1992",1,Dipterocarpus,1,Dipterocarpus grandiflorus,Leaves,Leaf Miner,Malaysia,Kumata (1992),
Lepidoptera,Gracillariidae,Chrysocercops,Chrysocercops shoreae,"Kumata, 1992",1,Shorea,1,Shorea materialis,Leaves,Leaf Miner,Malaysia,Kumata (1992),
Lepidoptera,Hesperiidae,Capila,Capila phanaeus,"(Hewitson, 1867)",1,Anthoshorea,1,Anthoshorea symingtonii,Leaves,Defoliator,Malaysia,Chung et al. (2013),
Lepidoptera,Immidae,Imma,Imma homocrossa,"Meyrick, 1930",1,Dipterocarpus,1,Dipterocarpus pachyphyllus,Fruits,Fruit Feeder,Malaysia,Nakagawa et al. (2003),
Lepidoptera,Immidae,Moca,Moca auxobathra,"Meyrick, 1906",1,Dryobalanops,1,Dryobalanops oblongifolia,Fruits / Seeds,Fruit Feeder / Seed Feeder,Malaysia,Robinson et al. (2025),
Lepidoptera,Lasiocampidae,Cyclophragma,Cyclophragma sp.,,1,Dipterocarpus,1,Dipterocarpus baudii,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Lasiocampidae,Trabala,Trabala viridana,"Joicey & Talbot, 1917",1,Rubroshorea,1,Rubroshorea platyclados,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
Lepidoptera,Limacodidae,Parasa,Parasa lepida,"(Cramer, 1799)",1,Hopea,1,Hopea odorata,Leaves,Defoliator,Thailand,Robinson et al. (2025),
Lepidoptera,Limacodidae,Setora,Setora sp.,,1,Shorea,1,Shorea kudatensis,Leaves,Defoliator,Malaysia,Chung et al. (2013),
Lepidoptera,Limacodidae,Setothosea,Setothosea asigna,"(van Eecke, 1929)",1,Shorea,1,Shorea glauca,Leaves,Defoliator,West Malaysia,Robinson et al. (2025),
Lepidoptera,Lycaenidae,Arhopala,Arhopala abseus,"(Hewitson, 1862)",1,Rubroshorea,1,Rubroshorea palembanica,Leaves,Defoliator,West Malaysia,Robinson et al. (2025),
Lepidoptera,Lycaenidae,Arhopala,Arhopala aedias,"(Hewitson, 1862)",1,Pentacme,1,Pentacme siamensis,Leaves,Defoliator,Thailand,Robinson et al. (2025),
Lepidoptera,Lycaenidae,Arhopala,Arhopala alaconia,"(Hewitson, [1869])",1,Dipterocarpus,1,Dipterocarpus baudii,Leaves,Defoliator,Malaysia,Robinson et al. (2025),
